concept_A,concept_B,label
joule,metre,0
magnet,energy,0
fracture,creep_(deformation),0
le_sage's_theory_of_gravitation,gravity,1
insulator_(electricity),velocity,0
inertial_frame_of_reference,length,0
intensity_(physics),metre,0
physics,work_(physics),0
projectile_motion,displacement_(vector),1
inelastic_collision,le_sage's_theory_of_gravitation,0
energy,force,0
position_(vector),electrostatics,0
field_line,field_(physics),0
intensity_(physics),kinetic_energy,0
lever,torque,0
euclidean_vector,length,0
dispersion_(optics),distance,0
electrical_conductor,dielectric,0
gravity,projectile_motion,0
mass,inertial_frame_of_reference,0
interference_(wave_propagation),amplitude,1
mechanical_energy,work_(physics),1
series_and_parallel_circuits,electrical_resistance_and_conductance,1
compass,direction_(geometry),0
fatigue_(material),force,1
free_fall,mass,1
mechanical_energy,potential_energy,1
euclidean_vector,acceleration,0
magnet,electric_current,0
tension_(physics),velocity,0
distance,mechanical_energy,0
magnet,emission_spectrum,0
tension_(physics),length,0
gravitational_constant,distance,1
magnetism,velocity,0
elasticity_(physics),field_(physics),0
force,deformation_(engineering),0
work_(physics),mass,0
magnetic_field,distance,0
electric_potential_energy,position_(vector),1
ray_(optics),geometrical_optics,0
electromagnetic_spectrum,physics,1
physics,kinetic_energy,0
wave,diffraction,0
magnetism,metre,0
motion_(physics),snell's_law,0
gravitational_acceleration,free_fall,0
velocity,distance,1
wavelength,electromagnetic_spectrum,0
wavelength,light,0
frequency,standing_wave,0
geometrical_optics,ray_(optics),1
creep_(deformation),physics,1
physics,energy_level,0
dielectric,magnet,0
gravity,le_sage's_theory_of_gravitation,0
motion_(physics),planet,0
electromagnetic_radiation,power_(physics),0
electric_field,reflection_(physics),0
refracting_telescope,telescope,1
electron,electric_field,0
wave,mirror_image,0
magnet,electromotive_force,0
force,distance,0
projectile_motion,distance,1
ohm,ohm's_law,0
speed,metre,0
newton's_law_of_universal_gravitation,force,1
coulomb's_law,electrostatics,0
inelastic_collision,mechanical_energy,0
distance,refractive_index,0
physics,inertial_frame_of_reference,0
magnet,torque,0
physics,free_fall,0
amplitude,field_(physics),0
friction,gravitational_acceleration,0
interference_(wave_propagation),metre,0
amplitude,displacement_(vector),0
refractive_index,ray_(optics),0
distance,speed,0
mirror_image,geometrical_optics,0
force,contact_force,0
electric_current,dielectric,0
refraction,dispersion_(optics),0
wave,amplitude,0
mirror_image,wave,1
gravitational_field,physics,1
potential_energy,displacement_(vector),1
mechanical_energy,kinetic_energy,1
plasticity_(physics),deformation_(engineering),1
position_(vector),velocity,0
optical_microscope,light,1
mass,inelastic_collision,0
refractive_index,distance,1
deformation_(engineering),hooke's_law,0
speed,acceleration,0
electric_field,electromagnetic_spectrum,0
virtual_image,mirror_image,0
tension_(physics),transverse_wave,0
field_(physics),coulomb,0
electric_potential,coulomb,0
elastic_collision,mechanical_energy,0
force,hooke's_law,0
friction,le_sage's_theory_of_gravitation,0
physics,fatigue_(material),0
elasticity_(physics),distance,0
dispersion_(optics),geometrical_optics,0
standing_wave,hertz,0
magnet,potential_energy,0
light,laser,0
velocity,intensity_(physics),0
electromotive_force,electric_field,1
work_(physics),physics,1
electromagnetic_radiation,force,1
energy,electric_potential,0
velocity,wavelength,0
gravity,newton's_law_of_universal_gravitation,0
temperature,mass,0
wavelength,wave,1
mass,length,0
plasticity_(physics),force,1
potential_energy,electrostatics,0
compass,force,0
emission_spectrum,physics,1
newton's_laws_of_motion,gravitational_field,0
plasticity_(physics),strength_of_materials,0
electromotive_force,work_(physics),0
magnetic_field,wavelength,0
physics,total_internal_reflection,0
electric_potential,position_(vector),1
distance,motion_graphs_and_derivatives,0
intensity_(physics),amplitude,0
equations_of_motion,distance,1
specular_reflection,total_internal_reflection,0
light,refraction,0
shock_wave,motion_(physics),1
physics,interference_(wave_propagation),0
electromagnetic_spectrum,electron,1
mechanical_energy,euclidean_vector,1
refracting_telescope,physics,1
acceleration,euclidean_vector,1
electromotive_force,magnetism,0
electric_field,insulator_(electricity),0
magnetism,magnet,1
electromagnetic_radiation,wavelength,0
potential_energy,coulomb,0
amplitude,electromagnetic_radiation,0
physics,absorption_spectroscopy,0
geometrical_optics,light,1
force,newton's_law_of_universal_gravitation,0
plasticity_(physics),fracture,0
plane_mirror,real_image,0
speed,hertz,0
motion_(physics),shock_wave,0
electric_field,gravitational_field,0
force,gravitational_constant,0
fatigue_(material),elasticity_(physics),1
photoelectric_effect,wavelength,0
elastic_collision,relative_velocity,1
physics,mechanical_energy,0
stiffness,creep_(deformation),0
elasticity_(physics),displacement_(vector),0
amplitude,sound_intensity,0
hooke's_law,potential_energy,0
electron,doppler_effect,0
electric_field,field_line,0
geometrical_optics,refraction,0
snell's_law,physics,1
force,newton's_laws_of_motion,0
wavelength,physics,1
electric_field,metre,0
electromotive_force,electric_current,1
total_internal_reflection,angle_of_incidence,1
gravity_of_earth,gravitational_acceleration,0
standing_wave,laser,0
telescope,dispersion_(optics),0
emission_spectrum,electric_field,1
friction,electrical_resistance_and_conductance,0
energy,coulomb,0
electric_potential_energy,physics,1
physics,power_(physics),0
diffraction,plane_mirror,0
motion_(physics),kinetic_energy,0
physics,intensity_(physics),0
electromagnetic_radiation,scattering,0
speed,force,0
hooke's_law,displacement_(vector),0
snell's_law,distance,1
real_image,optical_microscope,0
electric_current,electrical_conductor,0
electric_current,field_(physics),0
snell's_law,angle_of_incidence,1
mechanical_energy,force,1
work_(physics),euclidean_vector,1
stiffness,length,0
mass,frequency,0
position_(vector),length,0
mass,equations_of_motion,0
contact_force,physics,1
le_sage's_theory_of_gravitation,coulomb,0
dispersion_(optics),color,1
standing_wave,wave,1
magnet,magnetic_field,0
force,collision,0
energy,inelastic_collision,0
temperature,fatigue_(material),0
relative_velocity,doppler_effect,0
curved_mirror,plane_mirror,0
physics,refracting_telescope,0
physics,scattering,0
acceleration,mass,0
gravitational_acceleration,mass,1
capacitance,dielectric,0
specular_reflection,reflection_(physics),1
energy,metre,0
mechanical_energy,energy_level,0
dielectric,field_(physics),1
voltage,capacitance,0
electromotive_force,coulomb's_law,1
lever,physics,1
motion_graphs_and_derivatives,velocity,1
interference_(wave_propagation),wavelength,1
electric_potential,physics,1
electromagnetic_spectrum,light,1
stiffness,force,1
mass,le_sage's_theory_of_gravitation,0
magnetic_field,length,0
voltage,series_and_parallel_circuits,0
physics,velocity,0
magnetic_field,work_(physics),0
differential_equation,number,1
asymptote,line_(geometry),1
partial_fraction_decomposition,arithmetic,1
logarithm,natural_logarithm,0
square_root,exponentiation,0
base_(exponentiation),exponential_function,0
equation,quadratic_equation,0
mathematics,linear_inequality,0
binomial_theorem,addition,1
associative_property,complex_number,0
exponential_growth,exponential_function,1
mathematical_induction,mathematical_proof,1
quadratic_formula,real_number,0
continuous_function,mathematics,1
asymptote,mathematics,1
circular_sector,geometry,1
mathematics,vertical_line_test,0
integer,partial_fraction_decomposition,0
factorization,partial_fraction_decomposition,0
real_number,inequality_(mathematics),0
arithmetic,mathematics,1
addition,circle,0
dependent_and_independent_variables,function_(mathematics),1
equation,pythagorean_theorem,0
algebra,number,1
sine_wave,mathematics,1
piecewise,inverse_function,0
multiplication,common_logarithm,0
empty_sum,arithmetic,1
number,empty_sum,0
linear_equation,equation,1
solution_of_triangles,point_(geometry),1
synthetic_division,polynomial_long_division,1
inequality_(mathematics),mathematics,1
arithmetic,factorization,0
function_(mathematics),exponential_growth,0
algebraic_expression,distributive_property,0
square_(algebra),algebraic_expression,0
line–line_intersection,point_(geometry),1
inequality_(mathematics),equality_(mathematics),1
rational_number,nth_root,0
parametric_equation,equation,1
prime_number,zero_of_a_function,0
homogeneous_polynomial,addition,1
limit_of_a_function,function_(mathematics),1
constant_function,linear_function,0
law_of_sines,line_segment,1
minor_(linear_algebra),square_matrix,1
number,quadrant_(plane_geometry),0
sine,mathematics,1
periodic_function,simple_harmonic_motion,0
arithmetic,subtraction,0
associative_property,multiplication,0
limit_of_a_sequence,mathematics,1
focus_(geometry),circle,0
exponentiation,arithmetic,1
function_(mathematics),periodic_function,0
quadratic_formula,arithmetic,1
solution_of_triangles,triangle,1
addition,rational_number,0
exponentiation,quadratic_equation,0
rational_root_theorem,equation,1
secant_line,asymptote,0
polynomial_long_division,multiplication,1
law_of_sines,sine,1
addition,negative_number,0
constant_function,even_and_odd_functions,0
set_(mathematics),number,0
division_(mathematics),partial_fraction_decomposition,0
geometry,circular_sector,0
linear_equation,quadratic_equation,0
scalar_(mathematics),vector_(mathematics_and_physics),1
mathematics,degree_of_a_polynomial,0
multiplication,rational_number,0
linear_equation,mathematics,1
orientation_(geometry),mathematics,1
mathematics,continuous_function,0
logarithm,slope,0
algebra,mathematics,1
scientific_notation,real_number,0
real_line,geometry,1
mathematics,polygon,0
position_(vector),vector_(mathematics_and_physics),1
floor_and_ceiling_functions,division_(mathematics),0
binomial,minor_(linear_algebra),0
mathematics,sine_wave,0
binomial_coefficient,multiplication,1
sine,law_of_sines,0
multiplicative_inverse,multiplication,1
polynomial,circle,0
function_(mathematics),nth_root,0
addition,commutative_property,0
division_(mathematics),multiplication,0
addition,binary_logarithm,0
arithmetic,algebraic_expression,0
conic_section,mathematics,1
arithmetic,homogeneous_polynomial,0
addition,linear_inequality,0
arithmetic,exponentiation,0
coordinate_system,complex_number,0
secant_line,curve,1
unit_circle,nth_root,0
polygon,law_of_sines,0
triangular_matrix,mathematics,1
force,mathematics,0
function_(mathematics),image_(mathematics),0
geometry,vector_(mathematics_and_physics),0
analytic_geometry,cartesian_coordinate_system,1
vector_(mathematics_and_physics),euclidean_vector,0
quadratic_equation,quadratic_formula,0
union_(set_theory),empty_set,0
binomial,binomial_theorem,0
multiplicative_inverse,mathematics,1
complex_number,zero_of_a_function,0
system_of_linear_equations,mathematics,1
vector_space,scalar_(mathematics),0
natural_logarithm,arithmetic,1
linear_equation,cartesian_coordinate_system,0
exponentiation,multiplicative_inverse,0
spherical_law_of_cosines,geometry,1
mathematics,common_logarithm,0
multiplication,binomial,0
logarithm,mathematics,1
equation,degree_of_a_polynomial,0
eccentricity_(mathematics),line_(geometry),1
geometry,system_of_linear_equations,0
equation,equality_(mathematics),1
associative_property,commutative_property,0
exponential_growth,number,1
number,degree_of_a_polynomial,0
homogeneous_polynomial,mathematics,1
unit_circle,integer,0
geometry,polar_coordinate_system,0
line_(geometry),real_line,0
negative_number,division_(mathematics),0
synthetic_division,degree_of_a_polynomial,1
main_diagonal,elementary_matrix,0
linear_inequality,calculus,1
injective_function,function_(mathematics),1
number,scalar_multiplication,0
exponentiation,real_number,0
integer,multiplicative_inverse,0
arithmetic,division_(mathematics),0
mathematics,mereology,0
parity_(mathematics),even_and_odd_functions,0
set_(mathematics),real_number,0
geometric_series,geometry,0
mathematics,cross_product,0
solution_of_triangles,line_(geometry),1
exponentiation,imaginary_number,0
series_(mathematics),calculus,1
line_(geometry),ellipse,0
empty_sum,addition,1
dot_product,arithmetic,1
equation,quadratic_formula,0
algebraic_expression,square_root,1
quadratic_formula,polynomial,1
origin_(mathematics),geometry,1
union_(set_theory),natural_number,0
multiplication,function_(mathematics),0
addition,polynomial_long_division,0
addition,mathematics,1
mathematics,algebraic_equation,0
matrix_(mathematics),triangular_matrix,0
logarithm,number,1
circle,analytic_geometry,0
polynomial,number,1
exponential_function,mathematics,1
range_(mathematics),graph_of_a_function,0
real_number,nth_root,0
even_and_odd_functions,mathematics,1
trigonometry,geometry,1
number,integer,0
quadratic_formula,equation,1
focus_(geometry),ellipse,0
polynomial,function_(mathematics),0
coordinate_system,real_number,0
system_of_linear_equations,equality_(mathematics),1
mathematics,inverse_trigonometric_functions,0
plane_curve,geometry,1
line_(geometry),transformation_(function),0
function_composition,even_and_odd_functions,0
base_(exponentiation),arithmetic,1
binomial,arithmetic,1
mathematics,empty_sum,0
associative_property,function_(mathematics),0
scalar_(mathematics),vector_space,1
circle,quadratic_equation,0
partial_fraction_decomposition,multiplication,1
function_(mathematics),equation_solving,0
universal_quantification,existential_quantification,0
square_root,set_(mathematics),0
addition,multiplication,0
descartes'_rule_of_signs,rational_root_theorem,0
arithmetic,common_logarithm,0
rectangle,mathematics,1
perpendicular,focus_(geometry),0
triangular_matrix,matrix_(mathematics),1
exponentiation,algebraic_expression,0
inverse_trigonometric_functions,trigonometry,1
integer,binomial_coefficient,0
open_set,real_number,0
set_(mathematics),real_line,0
secant_line,slope,0
number,quadratic_formula,0
trigonometric_functions,trigonometric_substitution,0
unit_circle,complex_number,0
law_of_sines,perpendicular,0
polynomial_long_division,degree_of_a_polynomial,1
